,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
1,1,1,1,1,1,1,1,2B,3B,Stolen Base 3B,606132,Raimel Tapia,477132,Clayton Kershaw,571448,Nolan Arenado,L,Austin Barnes,605131,1,2,1,False,2020-09-19,Stolen,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
2,2,2,2,2,2,2,2,2B,,Caught Stealing 3B,592518,Manny Machado,595014,Blake Treinen,571976,Wil Myers,R,Austin Barnes,605131,6,1,7,False,2020-09-14,Caught,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,641796,Tim Locastro,621111,Walker Buehler,668942,Josh Rojas,R,Austin Barnes,605131,1,1,3,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,641796,Tim Locastro,445276,Kenley Jansen,606466,Ketel Marte,R,Austin Barnes,605131,6,6,9,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,606132,Raimel Tapia,669160,Dustin May,453568,Charlie Blackmon,R,Austin Barnes,605131,0,0,1,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,656541,Sam Hilliard,669160,Dustin May,547172,Tony Wolters,R,Austin Barnes,605131,2,1,5,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,664062,Tony Gonsolin,641487,J.P. Crawford,R,Austin Barnes,605131,0,0,3,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,641786,Kyle Lewis,664062,Tony Gonsolin,543592,Austin Nola,R,Austin Barnes,605131,0,0,4,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,641487,J.P. Crawford,595014,Blake Treinen,664238,Dylan Moore,R,Austin Barnes,605131,1,1,8,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
11,11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,572122,Kyle Seager,657571,Caleb Ferguson,543592,Austin Nola,L,Austin Barnes,605131,6,8,7,True,2020-08-17,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,545361,Mike Trout,621111,Walker Buehler,543685,Anthony Rendon,R,Austin Barnes,605131,5,4,5,False,2020-08-15,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
13,13,13,13,13,13,13,13,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,548389,Ross Stripling,663757,Trent Grisham,R,Austin Barnes,605131,1,6,5,True,2020-08-11,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
14,14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,647304,Josh Naylor,595014,Blake Treinen,665487,Fernando Tatis Jr.,R,Austin Barnes,605131,2,4,8,False,2020-08-04,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
15,15,15,15,15,15,15,15,1B,2B,Stolen Base 2B,516782,Starling Marte,445276,Kenley Jansen,572233,Christian Walker,R,Austin Barnes,605131,0,3,9,False,2020-08-02,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
16,16,16,16,16,16,16,16,1B,2B,Stolen Base 2B,664702,Myles Straw,669160,Dustin May,455117,Martín Maldonado,R,Austin Barnes,605131,1,1,2,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
17,17,17,17,17,17,17,17,1B,2B,Stolen Base 2B,664702,Myles Straw,642701,Dennis Santana,543807,George Springer,R,Austin Barnes,605131,2,2,11,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
18,18,18,18,18,18,18,18,1B,,Caught Stealing 2B,596103,Austin Slater,523260,Joe Kelly,456781,Donovan Solano,R,Austin Barnes,605131,1,5,6,True,2020-07-25,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
19,19,19,19,19,19,19,19,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
20,20,20,20,20,20,20,20,2B,3B,Stolen Base 3B,606132,Raimel Tapia,477132,Clayton Kershaw,571448,Nolan Arenado,L,Austin Barnes,605131,1,2,1,False,2020-09-19,Stolen,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
21,21,21,21,21,21,21,21,2B,,Caught Stealing 3B,592518,Manny Machado,595014,Blake Treinen,571976,Wil Myers,R,Austin Barnes,605131,6,1,7,False,2020-09-14,Caught,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
22,22,22,22,22,22,22,22,1B,2B,Stolen Base 2B,641796,Tim Locastro,621111,Walker Buehler,668942,Josh Rojas,R,Austin Barnes,605131,1,1,3,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
23,23,23,23,23,23,23,23,1B,2B,Stolen Base 2B,641796,Tim Locastro,445276,Kenley Jansen,606466,Ketel Marte,R,Austin Barnes,605131,6,6,9,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
24,24,24,24,24,24,24,24,1B,2B,Stolen Base 2B,606132,Raimel Tapia,669160,Dustin May,453568,Charlie Blackmon,R,Austin Barnes,605131,0,0,1,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
25,25,25,25,25,25,25,25,1B,2B,Stolen Base 2B,656541,Sam Hilliard,669160,Dustin May,547172,Tony Wolters,R,Austin Barnes,605131,2,1,5,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
26,26,26,26,26,26,26,26,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
27,27,27,27,27,27,27,27,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,664062,Tony Gonsolin,641487,J.P. Crawford,R,Austin Barnes,605131,0,0,3,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
28,28,28,28,28,28,28,28,1B,2B,Stolen Base 2B,641786,Kyle Lewis,664062,Tony Gonsolin,543592,Austin Nola,R,Austin Barnes,605131,0,0,4,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
29,29,29,29,29,29,29,29,1B,2B,Stolen Base 2B,641487,J.P. Crawford,595014,Blake Treinen,664238,Dylan Moore,R,Austin Barnes,605131,1,1,8,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
30,30,30,30,30,30,30,30,1B,2B,Stolen Base 2B,572122,Kyle Seager,657571,Caleb Ferguson,543592,Austin Nola,L,Austin Barnes,605131,6,8,7,True,2020-08-17,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
31,31,31,31,31,31,31,31,1B,2B,Stolen Base 2B,545361,Mike Trout,621111,Walker Buehler,543685,Anthony Rendon,R,Austin Barnes,605131,5,4,5,False,2020-08-15,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
32,32,32,32,32,32,32,32,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,548389,Ross Stripling,663757,Trent Grisham,R,Austin Barnes,605131,1,6,5,True,2020-08-11,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
33,33,33,33,33,33,33,33,1B,2B,Stolen Base 2B,647304,Josh Naylor,595014,Blake Treinen,665487,Fernando Tatis Jr.,R,Austin Barnes,605131,2,4,8,False,2020-08-04,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
34,34,34,34,34,34,34,34,1B,2B,Stolen Base 2B,516782,Starling Marte,445276,Kenley Jansen,572233,Christian Walker,R,Austin Barnes,605131,0,3,9,False,2020-08-02,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
35,35,35,35,35,35,35,35,1B,2B,Stolen Base 2B,664702,Myles Straw,669160,Dustin May,455117,Martín Maldonado,R,Austin Barnes,605131,1,1,2,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
36,36,36,36,36,36,36,36,1B,2B,Stolen Base 2B,664702,Myles Straw,642701,Dennis Santana,543807,George Springer,R,Austin Barnes,605131,2,2,11,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
37,37,37,37,37,37,37,37,1B,,Caught Stealing 2B,596103,Austin Slater,523260,Joe Kelly,456781,Donovan Solano,R,Austin Barnes,605131,1,5,6,True,2020-07-25,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
38,38,38,38,38,38,38,38,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
39,39,39,39,39,39,39,39,2B,3B,Stolen Base 3B,606132,Raimel Tapia,477132,Clayton Kershaw,571448,Nolan Arenado,L,Austin Barnes,605131,1,2,1,False,2020-09-19,Stolen,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
40,40,40,40,40,40,40,40,2B,,Caught Stealing 3B,592518,Manny Machado,595014,Blake Treinen,571976,Wil Myers,R,Austin Barnes,605131,6,1,7,False,2020-09-14,Caught,3B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
41,41,41,41,41,41,41,41,1B,2B,Stolen Base 2B,641796,Tim Locastro,621111,Walker Buehler,668942,Josh Rojas,R,Austin Barnes,605131,1,1,3,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
42,42,42,42,42,42,42,42,1B,2B,Stolen Base 2B,641796,Tim Locastro,445276,Kenley Jansen,606466,Ketel Marte,R,Austin Barnes,605131,6,6,9,False,2020-09-08,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
43,43,43,43,43,43,43,43,1B,2B,Stolen Base 2B,606132,Raimel Tapia,669160,Dustin May,453568,Charlie Blackmon,R,Austin Barnes,605131,0,0,1,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
44,44,44,44,44,44,44,44,1B,2B,Stolen Base 2B,656541,Sam Hilliard,669160,Dustin May,547172,Tony Wolters,R,Austin Barnes,605131,2,1,5,True,2020-08-22,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
45,45,45,45,45,45,45,45,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
46,46,46,46,46,46,46,46,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,664062,Tony Gonsolin,641487,J.P. Crawford,R,Austin Barnes,605131,0,0,3,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
47,47,47,47,47,47,47,47,1B,2B,Stolen Base 2B,641786,Kyle Lewis,664062,Tony Gonsolin,543592,Austin Nola,R,Austin Barnes,605131,0,0,4,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
48,48,48,48,48,48,48,48,1B,2B,Stolen Base 2B,641487,J.P. Crawford,595014,Blake Treinen,664238,Dylan Moore,R,Austin Barnes,605131,1,1,8,True,2020-08-18,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
49,49,49,49,49,49,49,49,1B,2B,Stolen Base 2B,572122,Kyle Seager,657571,Caleb Ferguson,543592,Austin Nola,L,Austin Barnes,605131,6,8,7,True,2020-08-17,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
50,50,50,50,50,50,50,50,1B,2B,Stolen Base 2B,545361,Mike Trout,621111,Walker Buehler,543685,Anthony Rendon,R,Austin Barnes,605131,5,4,5,False,2020-08-15,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
51,51,51,51,51,51,51,51,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,548389,Ross Stripling,663757,Trent Grisham,R,Austin Barnes,605131,1,6,5,True,2020-08-11,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
52,52,52,52,52,52,52,52,1B,2B,Stolen Base 2B,647304,Josh Naylor,595014,Blake Treinen,665487,Fernando Tatis Jr.,R,Austin Barnes,605131,2,4,8,False,2020-08-04,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
53,53,53,53,53,53,53,53,1B,2B,Stolen Base 2B,516782,Starling Marte,445276,Kenley Jansen,572233,Christian Walker,R,Austin Barnes,605131,0,3,9,False,2020-08-02,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
54,54,54,54,54,54,54,54,1B,2B,Stolen Base 2B,664702,Myles Straw,669160,Dustin May,455117,Martín Maldonado,R,Austin Barnes,605131,1,1,2,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
55,55,55,55,55,55,55,55,1B,2B,Stolen Base 2B,664702,Myles Straw,642701,Dennis Santana,543807,George Springer,R,Austin Barnes,605131,2,2,11,False,2020-07-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
56,56,56,56,56,56,56,56,1B,,Caught Stealing 2B,596103,Austin Slater,523260,Joe Kelly,456781,Donovan Solano,R,Austin Barnes,605131,1,5,6,True,2020-07-25,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8,2021,28.8
57,57,57,57,57,57,57,57,1B,2B,Stolen Base 2B,643565,Mike Tauchman,477132,Clayton Kershaw,518934,DJ LeMahieu,L,Austin Barnes,605131,1,2,5,True,2019-08-25,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
58,58,58,58,58,58,58,58,1B,2B,Stolen Base 2B,664058,David Fletcher,608638,JT Chargois,545361,Mike Trout,R,Austin Barnes,605131,1,3,6,True,2019-07-24,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
59,59,59,59,59,59,59,59,1B,2B,Stolen Base 2B,543543,Brad Miller,608638,JT Chargois,664068,Scott Kingery,R,Austin Barnes,605131,7,5,8,False,2019-07-18,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
60,60,60,60,60,60,60,60,1B,,Caught Stealing 2B,646240,Rafael Devers,548389,Ross Stripling,502110,J.D. Martinez,R,Austin Barnes,605131,0,1,1,False,2019-07-13,Caught,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
61,61,61,61,61,61,61,61,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,548389,Ross Stripling,605141,Mookie Betts,R,Austin Barnes,605131,0,2,3,False,2019-07-13,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
62,62,62,62,62,62,62,62,1B,2B,Stolen Base 2B,605141,Mookie Betts,523260,Joe Kelly,593428,Xander Bogaerts,R,Austin Barnes,605131,2,5,6,False,2019-07-13,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
63,63,63,63,63,63,63,63,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,664062,Tony Gonsolin,641796,Tim Locastro,R,Austin Barnes,605131,0,0,1,False,2019-06-26,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
64,64,64,64,64,64,64,64,1B,2B,Stolen Base 2B,641796,Tim Locastro,664062,Tony Gonsolin,444482,David Peralta,R,Austin Barnes,605131,1,0,1,False,2019-06-26,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
65,65,65,65,65,65,65,65,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,664062,Tony Gonsolin,641796,Tim Locastro,R,Austin Barnes,605131,6,2,4,False,2019-06-26,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
66,66,66,66,66,66,66,66,1B,2B,Stolen Base 2B,500871,Eduardo Escobar,657571,Caleb Ferguson,571875,Jake Lamb,L,Austin Barnes,605131,6,2,5,False,2019-06-26,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
67,67,67,67,67,67,67,67,1B,2B,Stolen Base 2B,641796,Tim Locastro,608638,JT Chargois,502481,Jarrod Dyson,R,Austin Barnes,605131,8,4,8,False,2019-06-24,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
68,68,68,68,68,68,68,68,1B,2B,Stolen Base 2B,606132,Raimel Tapia,628317,Kenta Maeda,641658,Garrett Hampson,R,Austin Barnes,605131,0,2,5,True,2019-06-23,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
69,69,69,69,69,69,69,69,1B,2B,Stolen Base 2B,641658,Garrett Hampson,445276,Kenley Jansen,621311,David Dahl,R,Austin Barnes,605131,3,3,9,True,2019-06-23,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
70,70,70,70,70,70,70,70,3B,,Caught Stealing Home,519203,Anthony Rizzo,477132,Clayton Kershaw,608365,Addison Russell,L,Austin Barnes,605131,0,2,1,True,2019-06-13,Caught,Home,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
71,71,71,71,71,71,71,71,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,520980,Pedro Báez,594777,Kole Calhoun,R,Austin Barnes,605131,5,2,7,False,2019-06-11,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
72,72,72,72,72,72,72,72,1B,2B,Stolen Base 2B,543063,Brandon Crawford,621111,Walker Buehler,621453,Steven Duggar,R,Austin Barnes,605131,0,1,2,False,2019-06-09,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
73,73,73,73,73,73,73,73,1B,2B,Stolen Base 2B,621020,Dansby Swanson,477132,Clayton Kershaw,622666,Johan Camargo,L,Austin Barnes,605131,0,0,2,True,2019-05-08,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
74,74,74,74,74,74,74,74,1B,2B,Stolen Base 2B,645277,Ozzie Albies,621111,Walker Buehler,518692,Freddie Freeman,R,Austin Barnes,605131,0,0,1,True,2019-05-06,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
75,75,75,75,75,75,75,75,1B,2B,Stolen Base 2B,621020,Dansby Swanson,621111,Walker Buehler,435263,Brian McCann,R,Austin Barnes,605131,1,0,2,True,2019-05-06,Stolen,2B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
76,76,76,76,76,76,76,76,2B,3B,Stolen Base 3B,460075,Ryan Braun,445276,Kenley Jansen,519346,Eric Thames,R,Austin Barnes,605131,5,5,8,False,2019-04-21,Stolen,3B,2019,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7,2020,28.7
