,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,3721,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,612434,Miguel Castro,641598,Mitch Garver,R,Austin Wynns,642851,4,1,8,False,2019-04-28,Stolen,2B,2019,2020,25.6,2020,25.6,2020,25.6,2020,25.6
1,1,1,1,6564,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,612434,Miguel Castro,641598,Mitch Garver,R,Austin Wynns,642851,4,1,8,False,2019-04-28,Stolen,2B,2019,2020,25.6,2020,25.6,2020,25.6,2020,25.6
2,2,2,2,8488,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,612434,Miguel Castro,641598,Mitch Garver,R,Austin Wynns,642851,4,1,8,False,2019-04-28,Stolen,2B,2019,2020,25.6,2020,25.6,2020,25.6,2020,25.6
3,3,3,3,1355,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,642152,Lou Trivino,542454,Danny Santana,R,Sean Murphy,669221,4,4,9,True,2021-07-03,Caught,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
4,4,4,4,1375,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,593423,Frankie Montas,542454,Danny Santana,R,Sean Murphy,669221,0,2,6,True,2021-07-02,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
5,5,5,5,2731,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518774,Matt Harvey,624414,Christian Arroyo,R,Pedro Severino,600474,0,2,1,True,2021-04-08,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
6,6,6,6,2817,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518774,Matt Harvey,666915,Bobby Dalbec,R,Pedro Severino,600474,0,0,2,False,2021-04-03,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
7,7,7,7,3279,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,642152,Lou Trivino,542454,Danny Santana,R,Sean Murphy,669221,4,4,9,True,2021-07-03,Caught,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
8,8,8,8,3299,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,593423,Frankie Montas,542454,Danny Santana,R,Sean Murphy,669221,0,2,6,True,2021-07-02,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
9,9,9,9,4655,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518774,Matt Harvey,624414,Christian Arroyo,R,Pedro Severino,600474,0,2,1,True,2021-04-08,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
10,10,10,10,4741,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518774,Matt Harvey,666915,Bobby Dalbec,R,Pedro Severino,600474,0,0,2,False,2021-04-03,Stolen,2B,2021,2022,26.4,2022,26.4,2022,26.4,2022,26.4
11,11,11,11,824,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,448306,James Shields,594828,Evan Gattis,R,Omar Narváez,553882,1,2,4,False,2017-09-20,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
12,12,12,12,1164,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,607625,Seth Lugo,643603,Tyler White,R,Kevin Plawecki,608700,0,0,2,False,2017-09-02,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
13,13,13,13,1165,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,607625,Seth Lugo,605233,Derek Fisher,R,Kevin Plawecki,608700,0,0,2,False,2017-09-02,Stolen,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
14,14,14,14,1907,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,601713,Nick Pivetta,605233,Derek Fisher,R,Cameron Rupp,519237,0,5,6,True,2017-07-25,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
15,15,15,15,2159,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,592717,Aaron Sanchez,136860,Carlos Beltrán,R,Miguel Montero,471083,0,2,1,True,2017-07-07,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
16,16,16,16,2791,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,621381,Matt Strahm,435263,Brian McCann,L,Salvador Perez,521692,2,4,6,True,2017-06-05,Caught,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
17,17,17,17,2823,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,488768,Andrew Cashner,608324,Alex Bregman,R,Jonathan Lucroy,518960,1,5,3,True,2017-06-03,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
18,18,18,18,3031,2B,2B,Caught Stealing 3B,503556,Marwin Gonzalez,599683,Warwick Saupold,493329,Yuli Gurriel,R,James McCann,543510,5,2,8,False,2017-05-23,Caught,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
19,19,19,19,3409,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,456167,A.J. Griffin,502210,Josh Reddick,R,Robinson Chirinos,455139,1,5,2,False,2017-05-04,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
20,20,20,20,3792,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,425492,Ryan Madson,493114,Norichika Aoki,R,Josh Phegley,572033,1,2,6,True,2017-04-14,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
21,21,21,21,196,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,448306,James Shields,594828,Evan Gattis,R,Omar Narváez,553882,1,2,4,False,2017-09-20,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
22,22,22,22,536,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,607625,Seth Lugo,643603,Tyler White,R,Kevin Plawecki,608700,0,0,2,False,2017-09-02,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
23,23,23,23,537,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,607625,Seth Lugo,605233,Derek Fisher,R,Kevin Plawecki,608700,0,0,2,False,2017-09-02,Stolen,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
24,24,24,24,1279,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,601713,Nick Pivetta,605233,Derek Fisher,R,Cameron Rupp,519237,0,5,6,True,2017-07-25,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
25,25,25,25,1531,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,592717,Aaron Sanchez,136860,Carlos Beltrán,R,Miguel Montero,471083,0,2,1,True,2017-07-07,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
26,26,26,26,2163,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,621381,Matt Strahm,435263,Brian McCann,L,Salvador Perez,521692,2,4,6,True,2017-06-05,Caught,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
27,27,27,27,2195,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,488768,Andrew Cashner,608324,Alex Bregman,R,Jonathan Lucroy,518960,1,5,3,True,2017-06-03,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
28,28,28,28,2403,2B,2B,Caught Stealing 3B,503556,Marwin Gonzalez,599683,Warwick Saupold,493329,Yuli Gurriel,R,James McCann,543510,5,2,8,False,2017-05-23,Caught,3B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
29,29,29,29,2781,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,456167,A.J. Griffin,502210,Josh Reddick,R,Robinson Chirinos,455139,1,5,2,False,2017-05-04,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
30,30,30,30,3164,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,425492,Ryan Madson,493114,Norichika Aoki,R,Josh Phegley,572033,1,2,6,True,2017-04-14,Stolen,2B,2017,2018,26.4,2018,26.4,2018,26.4,2018,26.4
31,31,31,31,4255,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,446099,John Axford,643603,Tyler White,R,Stephen Vogt,519390,1,0,7,True,2016-09-20,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
32,32,32,32,4421,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,473879,Sam Dyson,458675,Colby Rasmus,R,Jonathan Lucroy,518960,3,3,9,False,2016-09-12,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
33,33,33,33,4480,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,452657,Jon Lester,458675,Colby Rasmus,L,David Ross,424325,0,2,7,False,2016-09-09,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
34,34,34,34,4688,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,434672,Chris Smith,606192,Teoscar Hernández,R,Stephen Vogt,519390,3,0,6,False,2016-08-29,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
35,35,35,35,4723,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543144,Danny Farquhar,545350,Jake Marisnick,R,Bobby Wilson,435064,4,0,4,False,2016-08-27,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
36,36,36,36,5544,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,621043,Carlos Correa,L,Jesús Sucre,491696,0,1,1,True,2016-07-17,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
37,37,37,37,6012,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,595001,Josh A. Smith,514888,Jose Altuve,R,Tucker Barnhart,571466,4,2,8,False,2016-06-18,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
38,38,38,38,6079,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,448802,Jaime García,543807,George Springer,L,Yadier Molina,425877,1,3,5,True,2016-06-14,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
39,39,39,39,6150,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,541640,Erasmo Ramírez,514888,Jose Altuve,R,Curt Casali,592200,2,2,8,True,2016-06-11,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
40,40,40,40,6218,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,430935,Cole Hamels,460576,Carlos Gómez,L,Bobby Wilson,435064,0,2,2,True,2016-06-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
41,41,41,41,6324,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,592662,Robbie Ray,472528,Luis Valbuena,L,Chris Herrmann,543302,3,1,5,False,2016-06-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
42,42,42,42,6353,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518567,Josh Collmenter,543807,George Springer,R,Chris Herrmann,543302,3,8,8,True,2016-05-31,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
43,43,43,43,6691,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,598264,Matt Barnes,460576,Carlos Gómez,R,Ryan Hanigan,452672,5,5,5,True,2016-05-13,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
44,44,44,44,6803,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,501992,Nate Karns,621043,Carlos Correa,R,Chris Iannetta,455104,0,2,6,False,2016-05-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
45,45,45,45,6822,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,488771,Jason Castro,L,Chris Iannetta,455104,5,0,6,False,2016-05-06,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
46,46,46,46,6895,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,448179,Rich Hill,514888,Jose Altuve,L,Josh Phegley,572033,0,2,4,True,2016-05-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
47,47,47,47,7161,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
48,48,48,48,220,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,446099,John Axford,643603,Tyler White,R,Stephen Vogt,519390,1,0,7,True,2016-09-20,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
49,49,49,49,386,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,473879,Sam Dyson,458675,Colby Rasmus,R,Jonathan Lucroy,518960,3,3,9,False,2016-09-12,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
50,50,50,50,445,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,452657,Jon Lester,458675,Colby Rasmus,L,David Ross,424325,0,2,7,False,2016-09-09,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
51,51,51,51,653,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,434672,Chris Smith,606192,Teoscar Hernández,R,Stephen Vogt,519390,3,0,6,False,2016-08-29,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
52,52,52,52,688,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543144,Danny Farquhar,545350,Jake Marisnick,R,Bobby Wilson,435064,4,0,4,False,2016-08-27,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
53,53,53,53,1509,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,621043,Carlos Correa,L,Jesús Sucre,491696,0,1,1,True,2016-07-17,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
54,54,54,54,1977,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,595001,Josh A. Smith,514888,Jose Altuve,R,Tucker Barnhart,571466,4,2,8,False,2016-06-18,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
55,55,55,55,2044,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,448802,Jaime García,543807,George Springer,L,Yadier Molina,425877,1,3,5,True,2016-06-14,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
56,56,56,56,2115,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,541640,Erasmo Ramírez,514888,Jose Altuve,R,Curt Casali,592200,2,2,8,True,2016-06-11,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
57,57,57,57,2183,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,430935,Cole Hamels,460576,Carlos Gómez,L,Bobby Wilson,435064,0,2,2,True,2016-06-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
58,58,58,58,2289,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,592662,Robbie Ray,472528,Luis Valbuena,L,Chris Herrmann,543302,3,1,5,False,2016-06-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
59,59,59,59,2318,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518567,Josh Collmenter,543807,George Springer,R,Chris Herrmann,543302,3,8,8,True,2016-05-31,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
60,60,60,60,2656,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,598264,Matt Barnes,460576,Carlos Gómez,R,Ryan Hanigan,452672,5,5,5,True,2016-05-13,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
61,61,61,61,2768,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,501992,Nate Karns,621043,Carlos Correa,R,Chris Iannetta,455104,0,2,6,False,2016-05-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
62,62,62,62,2787,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,488771,Jason Castro,L,Chris Iannetta,455104,5,0,6,False,2016-05-06,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
63,63,63,63,2860,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,448179,Rich Hill,514888,Jose Altuve,L,Josh Phegley,572033,0,2,4,True,2016-05-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
64,64,64,64,3126,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
65,65,65,65,3627,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,446099,John Axford,643603,Tyler White,R,Stephen Vogt,519390,1,0,7,True,2016-09-20,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
66,66,66,66,3793,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,473879,Sam Dyson,458675,Colby Rasmus,R,Jonathan Lucroy,518960,3,3,9,False,2016-09-12,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
67,67,67,67,3852,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,452657,Jon Lester,458675,Colby Rasmus,L,David Ross,424325,0,2,7,False,2016-09-09,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
68,68,68,68,4060,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,434672,Chris Smith,606192,Teoscar Hernández,R,Stephen Vogt,519390,3,0,6,False,2016-08-29,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
69,69,69,69,4095,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543144,Danny Farquhar,545350,Jake Marisnick,R,Bobby Wilson,435064,4,0,4,False,2016-08-27,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
70,70,70,70,4916,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,621043,Carlos Correa,L,Jesús Sucre,491696,0,1,1,True,2016-07-17,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
71,71,71,71,5384,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,595001,Josh A. Smith,514888,Jose Altuve,R,Tucker Barnhart,571466,4,2,8,False,2016-06-18,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
72,72,72,72,5451,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,448802,Jaime García,543807,George Springer,L,Yadier Molina,425877,1,3,5,True,2016-06-14,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
73,73,73,73,5522,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,541640,Erasmo Ramírez,514888,Jose Altuve,R,Curt Casali,592200,2,2,8,True,2016-06-11,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
74,74,74,74,5590,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,430935,Cole Hamels,460576,Carlos Gómez,L,Bobby Wilson,435064,0,2,2,True,2016-06-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
75,75,75,75,5696,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,592662,Robbie Ray,472528,Luis Valbuena,L,Chris Herrmann,543302,3,1,5,False,2016-06-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
76,76,76,76,5725,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,518567,Josh Collmenter,543807,George Springer,R,Chris Herrmann,543302,3,8,8,True,2016-05-31,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
77,77,77,77,6063,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,598264,Matt Barnes,460576,Carlos Gómez,R,Ryan Hanigan,452672,5,5,5,True,2016-05-13,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
78,78,78,78,6175,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,501992,Nate Karns,621043,Carlos Correa,R,Chris Iannetta,455104,0,2,6,False,2016-05-07,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
79,79,79,79,6194,2B,,Caught Stealing 3B,503556,Marwin Gonzalez,543557,Mike Montgomery,488771,Jason Castro,L,Chris Iannetta,455104,5,0,6,False,2016-05-06,Caught,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
80,80,80,80,6267,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,448179,Rich Hill,514888,Jose Altuve,L,Josh Phegley,572033,0,2,4,True,2016-05-01,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
81,81,81,81,6533,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7
82,82,82,82,469,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,476454,Dellin Betances,594828,Evan Gattis,R,Brian McCann,435263,2,3,8,False,2015-06-26,Stolen,2B,2015,2016,26.5,2016,26.5,2016,26.5,2016,26.5
83,83,83,83,511,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,434718,Huston Street,488771,Jason Castro,R,Chris Iannetta,455104,1,1,10,True,2015-06-24,Caught,2B,2015,2016,26.5,2016,26.5,2016,26.5,2016,26.5
84,84,84,84,637,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,446099,John Axford,605512,Preston Tucker,R,Nick Hundley,460026,3,6,9,True,2015-06-17,Stolen,3B,2015,2016,26.5,2016,26.5,2016,26.5,2016,26.5
85,85,85,85,974,1B,2B,Stolen Base 2B,503556,Marwin Gonzalez,434622,Ubaldo Jiménez,543807,George Springer,R,Caleb Joseph,543376,1,1,5,False,2015-06-01,Stolen,2B,2015,2016,26.5,2016,26.5,2016,26.5,2016,26.5
86,86,86,86,1781,1B,,Caught Stealing 2B,503556,Marwin Gonzalez,519267,Evan Scribner,474892,Chris Carter,R,Josh Phegley,572033,0,0,8,True,2015-04-24,Caught,2B,2015,2016,26.5,2016,26.5,2016,26.5,2016,26.5
