,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,34,1B,2B,Stolen Base 2B,596115,Trevor Story,622492,Keury Mella,658069,Joshua Fuentes,R,Daulton Varsho,662139,3,7,7,True,2020-09-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
1,1,1,1,1,1,1,1,1,92,1B,,Caught Stealing 2B,596115,Trevor Story,657277,Logan Webb,453568,Charlie Blackmon,R,Joey Bart,663698,0,1,3,True,2020-09-23,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
2,2,2,2,2,2,2,2,2,306,1B,2B,Stolen Base 2B,596115,Trevor Story,642545,Jaime Barria,453568,Charlie Blackmon,R,Max Stassi,545358,1,0,3,False,2020-09-12,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
3,3,3,3,3,3,3,3,3,402,2B,3B,Stolen Base 3B,596115,Trevor Story,605182,Mike Clevinger,453568,Charlie Blackmon,R,Jason Castro,488771,0,0,1,True,2020-09-08,Stolen,3B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
4,4,4,4,4,4,4,4,4,420,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,607680,Kevin Pillar,L,Austin Nola,543592,0,0,9,True,2020-09-07,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
5,5,5,5,5,5,5,5,5,434,1B,2B,Stolen Base 2B,596115,Trevor Story,628711,Julio Urías,571448,Nolan Arenado,L,Will Smith,669257,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
6,6,6,6,6,6,6,6,6,436,1B,2B,Stolen Base 2B,596115,Trevor Story,660813,Brusdar Graterol,571448,Nolan Arenado,R,Will Smith,669257,6,5,7,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
7,7,7,7,7,7,7,7,7,532,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
8,8,8,8,8,8,8,8,8,648,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,571448,Nolan Arenado,L,Stephen Vogt,519390,0,2,3,True,2020-08-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
9,9,9,9,9,9,9,9,9,669,1B,2B,Stolen Base 2B,596115,Trevor Story,622065,Alex Young,453568,Charlie Blackmon,L,Stephen Vogt,519390,2,2,3,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
10,10,10,10,10,10,10,10,10,670,1B,2B,Stolen Base 2B,596115,Trevor Story,592233,Stefan Crichton,571448,Nolan Arenado,R,Stephen Vogt,519390,3,4,7,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
11,11,11,11,11,11,11,11,11,748,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
12,12,12,12,12,12,12,12,12,925,1B,2B,Stolen Base 2B,596115,Trevor Story,668678,Zac Gallen,453568,Charlie Blackmon,R,Carson Kelly,608348,2,1,5,False,2020-08-11,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
13,13,13,13,13,13,13,13,13,965,1B,2B,Stolen Base 2B,596115,Trevor Story,607555,Taylor Guilbeau,453568,Charlie Blackmon,L,Joe Hudson,621529,0,5,6,True,2020-08-08,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
14,14,14,14,14,14,14,14,14,1159,1B,2B,Stolen Base 2B,596115,Trevor Story,666200,Jesús Luzardo,453568,Charlie Blackmon,L,Sean Murphy,669221,1,5,9,True,2020-07-29,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
15,15,15,15,15,15,15,15,15,1191,1B,,Caught Stealing 2B,596115,Trevor Story,446372,Corey Kluber,453568,Charlie Blackmon,R,Robinson Chirinos,455139,0,0,1,True,2020-07-26,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
16,16,16,16,16,16,16,16,16,1225,1B,2B,Stolen Base 2B,596115,Trevor Story,458681,Lance Lynn,571448,Nolan Arenado,R,Robinson Chirinos,455139,0,0,1,True,2020-07-24,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
17,17,17,17,17,17,17,17,17,2877,1B,2B,Stolen Base 2B,596115,Trevor Story,622492,Keury Mella,658069,Joshua Fuentes,R,Daulton Varsho,662139,3,7,7,True,2020-09-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
18,18,18,18,18,18,18,18,18,2935,1B,,Caught Stealing 2B,596115,Trevor Story,657277,Logan Webb,453568,Charlie Blackmon,R,Joey Bart,663698,0,1,3,True,2020-09-23,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
19,19,19,19,19,19,19,19,19,3149,1B,2B,Stolen Base 2B,596115,Trevor Story,642545,Jaime Barria,453568,Charlie Blackmon,R,Max Stassi,545358,1,0,3,False,2020-09-12,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
20,20,20,20,20,20,20,20,20,3245,2B,3B,Stolen Base 3B,596115,Trevor Story,605182,Mike Clevinger,453568,Charlie Blackmon,R,Jason Castro,488771,0,0,1,True,2020-09-08,Stolen,3B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
21,21,21,21,21,21,21,21,21,3263,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,607680,Kevin Pillar,L,Austin Nola,543592,0,0,9,True,2020-09-07,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
22,22,22,22,22,22,22,22,22,3277,1B,2B,Stolen Base 2B,596115,Trevor Story,628711,Julio Urías,571448,Nolan Arenado,L,Will Smith,669257,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
23,23,23,23,23,23,23,23,23,3279,1B,2B,Stolen Base 2B,596115,Trevor Story,660813,Brusdar Graterol,571448,Nolan Arenado,R,Will Smith,669257,6,5,7,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
24,24,24,24,24,24,24,24,24,3375,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
25,25,25,25,25,25,25,25,25,3491,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,571448,Nolan Arenado,L,Stephen Vogt,519390,0,2,3,True,2020-08-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
26,26,26,26,26,26,26,26,26,3512,1B,2B,Stolen Base 2B,596115,Trevor Story,622065,Alex Young,453568,Charlie Blackmon,L,Stephen Vogt,519390,2,2,3,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
27,27,27,27,27,27,27,27,27,3513,1B,2B,Stolen Base 2B,596115,Trevor Story,592233,Stefan Crichton,571448,Nolan Arenado,R,Stephen Vogt,519390,3,4,7,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
28,28,28,28,28,28,28,28,28,3591,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
29,29,29,29,29,29,29,29,29,3768,1B,2B,Stolen Base 2B,596115,Trevor Story,668678,Zac Gallen,453568,Charlie Blackmon,R,Carson Kelly,608348,2,1,5,False,2020-08-11,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
30,30,30,30,30,30,30,30,30,3808,1B,2B,Stolen Base 2B,596115,Trevor Story,607555,Taylor Guilbeau,453568,Charlie Blackmon,L,Joe Hudson,621529,0,5,6,True,2020-08-08,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
31,31,31,31,31,31,31,31,31,4002,1B,2B,Stolen Base 2B,596115,Trevor Story,666200,Jesús Luzardo,453568,Charlie Blackmon,L,Sean Murphy,669221,1,5,9,True,2020-07-29,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
32,32,32,32,32,32,32,32,32,4034,1B,,Caught Stealing 2B,596115,Trevor Story,446372,Corey Kluber,453568,Charlie Blackmon,R,Robinson Chirinos,455139,0,0,1,True,2020-07-26,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
33,33,33,33,33,33,33,33,33,4068,1B,2B,Stolen Base 2B,596115,Trevor Story,458681,Lance Lynn,571448,Nolan Arenado,R,Robinson Chirinos,455139,0,0,1,True,2020-07-24,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
34,34,34,34,34,34,34,34,34,4801,1B,2B,Stolen Base 2B,596115,Trevor Story,622492,Keury Mella,658069,Joshua Fuentes,R,Daulton Varsho,662139,3,7,7,True,2020-09-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
35,35,35,35,35,35,35,35,35,4859,1B,,Caught Stealing 2B,596115,Trevor Story,657277,Logan Webb,453568,Charlie Blackmon,R,Joey Bart,663698,0,1,3,True,2020-09-23,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
36,36,36,36,36,36,36,36,36,5073,1B,2B,Stolen Base 2B,596115,Trevor Story,642545,Jaime Barria,453568,Charlie Blackmon,R,Max Stassi,545358,1,0,3,False,2020-09-12,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
37,37,37,37,37,37,37,37,37,5169,2B,3B,Stolen Base 3B,596115,Trevor Story,605182,Mike Clevinger,453568,Charlie Blackmon,R,Jason Castro,488771,0,0,1,True,2020-09-08,Stolen,3B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
38,38,38,38,38,38,38,38,38,5187,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,607680,Kevin Pillar,L,Austin Nola,543592,0,0,9,True,2020-09-07,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
39,39,39,39,39,39,39,39,39,5201,1B,2B,Stolen Base 2B,596115,Trevor Story,628711,Julio Urías,571448,Nolan Arenado,L,Will Smith,669257,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
40,40,40,40,40,40,40,40,40,5203,1B,2B,Stolen Base 2B,596115,Trevor Story,660813,Brusdar Graterol,571448,Nolan Arenado,R,Will Smith,669257,6,5,7,True,2020-09-06,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
41,41,41,41,41,41,41,41,41,5299,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
42,42,42,42,42,42,42,42,42,5415,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,571448,Nolan Arenado,L,Stephen Vogt,519390,0,2,3,True,2020-08-26,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
43,43,43,43,43,43,43,43,43,5436,1B,2B,Stolen Base 2B,596115,Trevor Story,622065,Alex Young,453568,Charlie Blackmon,L,Stephen Vogt,519390,2,2,3,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
44,44,44,44,44,44,44,44,44,5437,1B,2B,Stolen Base 2B,596115,Trevor Story,592233,Stefan Crichton,571448,Nolan Arenado,R,Stephen Vogt,519390,3,4,7,True,2020-08-25,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
45,45,45,45,45,45,45,45,45,5515,1B,2B,Stolen Base 2B,596115,Trevor Story,621111,Walker Buehler,453568,Charlie Blackmon,R,Austin Barnes,605131,4,1,6,True,2020-08-21,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
46,46,46,46,46,46,46,46,46,5692,1B,2B,Stolen Base 2B,596115,Trevor Story,668678,Zac Gallen,453568,Charlie Blackmon,R,Carson Kelly,608348,2,1,5,False,2020-08-11,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
47,47,47,47,47,47,47,47,47,5732,1B,2B,Stolen Base 2B,596115,Trevor Story,607555,Taylor Guilbeau,453568,Charlie Blackmon,L,Joe Hudson,621529,0,5,6,True,2020-08-08,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
48,48,48,48,48,48,48,48,48,5926,1B,2B,Stolen Base 2B,596115,Trevor Story,666200,Jesús Luzardo,453568,Charlie Blackmon,L,Sean Murphy,669221,1,5,9,True,2020-07-29,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
49,49,49,49,49,49,49,49,49,5958,1B,,Caught Stealing 2B,596115,Trevor Story,446372,Corey Kluber,453568,Charlie Blackmon,R,Robinson Chirinos,455139,0,0,1,True,2020-07-26,Caught,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
50,50,50,50,50,50,50,50,50,5992,1B,2B,Stolen Base 2B,596115,Trevor Story,458681,Lance Lynn,571448,Nolan Arenado,R,Robinson Chirinos,455139,0,0,1,True,2020-07-24,Stolen,2B,2020,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6,2021,28.6
51,51,51,51,51,51,51,51,51,1316,1B,2B,Stolen Base 2B,596115,Trevor Story,605200,Zach Davies,641857,Ryan McMahon,R,Manny Piña,444489,1,2,4,False,2019-09-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
52,52,52,52,52,52,52,52,52,1338,2B,3B,Stolen Base 3B,596115,Trevor Story,472551,Fernando Abad,656541,Sam Hilliard,L,Aramis Garcia,605244,4,3,8,True,2019-09-26,Stolen,3B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
53,53,53,53,53,53,53,53,53,1467,1B,2B,Stolen Base 2B,596115,Trevor Story,544727,Jeurys Familia,641857,Ryan McMahon,R,Tomás Nido,621512,4,2,6,False,2019-09-18,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
54,54,54,54,54,54,54,54,54,1662,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,453568,Charlie Blackmon,R,Austin Allen,664119,0,1,1,True,2019-09-06,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
55,55,55,55,55,55,55,55,55,1845,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-08-26,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
56,56,56,56,56,56,56,56,56,1925,1B,2B,Stolen Base 2B,596115,Trevor Story,606303,Joel Payamps,453568,Charlie Blackmon,R,Alex Avila,488671,1,7,7,True,2019-08-21,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
57,57,57,57,57,57,57,57,57,1962,1B,,Caught Stealing 2B,596115,Trevor Story,657141,Jordan Yamamoto,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,3,6,False,2019-08-18,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
58,58,58,58,58,58,58,58,58,1987,1B,2B,Stolen Base 2B,596115,Trevor Story,645261,Sandy Alcantara,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,0,3,False,2019-08-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
59,59,59,59,59,59,59,59,59,2055,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,475174,Yonder Alonso,R,Francisco Mejía,642336,0,0,1,True,2019-08-11,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
60,60,60,60,60,60,60,60,60,2113,1B,2B,Stolen Base 2B,596115,Trevor Story,621381,Matt Strahm,571448,Nolan Arenado,L,Francisco Mejía,642336,3,3,5,True,2019-08-08,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
61,61,61,61,61,61,61,61,61,2271,1B,2B,Stolen Base 2B,596115,Trevor Story,628317,Kenta Maeda,502517,Daniel Murphy,R,Will Smith,669257,0,0,1,False,2019-07-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
62,62,62,62,62,62,62,62,62,2345,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-24,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
63,63,63,63,63,63,63,63,63,2363,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-22,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
64,64,64,64,64,64,64,64,64,2944,1B,2B,Stolen Base 2B,596115,Trevor Story,615698,Cal Quantrill,621311,David Dahl,R,Austin Hedges,595978,2,1,3,False,2019-06-14,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
65,65,65,65,65,65,65,65,65,3110,1B,2B,Stolen Base 2B,596115,Trevor Story,506433,Yu Darvish,571448,Nolan Arenado,R,Willson Contreras,575929,0,0,1,True,2019-06-05,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
66,66,66,66,66,66,66,66,66,3215,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,448602,Mark Reynolds,L,Alex Avila,488671,1,0,1,False,2019-05-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
67,67,67,67,67,67,67,67,67,3262,1B,2B,Stolen Base 2B,596115,Trevor Story,642073,Jimmie Sherfy,435622,Ian Desmond,R,Alex Avila,488671,3,3,9,False,2019-05-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
68,68,68,68,68,68,68,68,68,3343,1B,,Caught Stealing 2B,596115,Trevor Story,592468,Nick Kingham,571448,Nolan Arenado,R,Elias Díaz,553869,2,6,4,True,2019-05-22,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
