,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Arm_Strength_x,Exchange_x,Current_Year_y.1,Arm_Strength_y,Exchange_y,Current_Year,Arm_Strength,Exchange
0,0,0,0,0,1B,2B,Stolen Base 2B,666971,Lourdes Gurriel Jr.,434378,Justin Verlander,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,4,False,2023-09-30,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
1,1,1,1,1,1B,,Caught Stealing 2B,664983,Jake McCarthy,650556,Bryan Abreu,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,9,False,2023-09-30,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
2,2,2,2,2,1B,2B,Stolen Base 2B,607054,Jace Peterson,664353,José Urquidy,672695,Geraldo Perdomo,R,Martín Maldonado,455117,0,0,2,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
3,3,3,3,3,2B,3B,Stolen Base 3B,682998,Corbin Carroll,664353,José Urquidy,572233,Christian Walker,R,Martín Maldonado,455117,0,0,3,False,2023-09-29,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
4,4,4,4,4,2B,3B,Stolen Base 3B,682998,Corbin Carroll,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
5,5,5,5,5,1B,2B,Stolen Base 2B,606466,Ketel Marte,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
6,6,6,6,6,2B,3B,Stolen Base 3B,677594,Julio Rodríguez,664285,Framber Valdez,606192,Teoscar Hernández,L,Martín Maldonado,455117,1,0,1,False,2023-09-27,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
7,7,7,7,7,1B,2B,Stolen Base 2B,664059,Sam Haggerty,664285,Framber Valdez,676609,José Caballero,L,Martín Maldonado,455117,1,0,2,False,2023-09-27,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
8,8,8,8,8,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,686681,Michael Massey,R,Martín Maldonado,455117,0,0,1,False,2023-09-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
9,9,9,9,9,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,521692,Salvador Perez,R,Martín Maldonado,455117,1,0,3,False,2023-09-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
10,10,10,10,10,1B,2B,Stolen Base 2B,667670,Brent Rooker,664285,Framber Valdez,672478,Jordan Diaz,L,Martín Maldonado,455117,0,1,4,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
11,11,11,11,11,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,664299,Cristian Javier,676946,Matthew Batten,R,Martín Maldonado,455117,0,0,2,True,2023-09-09,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
12,12,12,12,12,1B,2B,Stolen Base 2B,676946,Matthew Batten,664299,Cristian Javier,663757,Trent Grisham,R,Martín Maldonado,455117,1,4,4,True,2023-09-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
13,13,13,13,13,1B,2B,Stolen Base 2B,663757,Trent Grisham,686613,Hunter Brown,673490,Ha-Seong Kim,R,Martín Maldonado,455117,1,4,2,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
14,14,14,14,14,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,686613,Hunter Brown,665487,Fernando Tatis Jr.,R,Martín Maldonado,455117,1,5,5,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
15,15,15,15,15,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,664353,José Urquidy,665742,Juan Soto,R,Martín Maldonado,455117,2,6,7,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
16,16,16,16,16,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
17,17,17,17,17,1B,2B,Stolen Base 2B,665742,Juan Soto,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
18,18,18,18,18,1B,2B,Stolen Base 2B,608671,Travis Jankowski,434378,Justin Verlander,665750,Leody Taveras,R,Martín Maldonado,455117,1,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
19,19,19,19,19,1B,2B,Stolen Base 2B,543760,Marcus Semien,434378,Justin Verlander,663993,Nathaniel Lowe,R,Martín Maldonado,455117,2,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
20,20,20,20,20,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,669270,Joel Kuhnel,669224,Austin Wells,R,Martín Maldonado,455117,2,6,9,True,2023-09-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
21,21,21,21,21,1B,2B,Stolen Base 2B,668670,Jake Rogers,664285,Framber Valdez,682985,Riley Greene,L,Martín Maldonado,455117,0,0,2,False,2023-08-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
22,22,22,22,22,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,664285,Framber Valdez,553993,Eugenio Suárez,L,Martín Maldonado,455117,0,1,1,True,2023-08-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
23,23,23,23,23,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,687799,Cade Marlowe,L,Martín Maldonado,455117,2,6,5,True,2023-08-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
24,24,24,24,24,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,641585,J.P. France,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,0,1,True,2023-08-18,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
25,25,25,25,25,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,664353,José Urquidy,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,2,9,True,2023-08-18,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
26,26,26,26,26,2B,3B,Stolen Base 3B,542932,Jon Berti,664285,Framber Valdez,650559,Bryan De La Cruz,L,Martín Maldonado,455117,1,0,3,False,2023-08-14,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
27,27,27,27,27,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,606160,Rafael Montero,592273,Brandon Drury,R,Martín Maldonado,455117,1,2,9,True,2023-08-13,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
28,28,28,28,28,1B,2B,Stolen Base 2B,624428,Adam Frazier,606160,Rafael Montero,676059,Jordan Westburg,R,Martín Maldonado,455117,2,3,6,False,2023-08-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
29,29,29,29,29,1B,2B,Stolen Base 2B,656185,Greg Allen,608665,Kendall Graveman,518934,DJ LeMahieu,R,Martín Maldonado,455117,3,1,8,False,2023-08-05,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
30,30,30,30,30,1B,2B,Stolen Base 2B,664056,Harrison Bader,608665,Kendall Graveman,683011,Anthony Volpe,R,Martín Maldonado,455117,4,3,6,False,2023-08-03,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
31,31,31,31,31,1B,,Caught Stealing 2B,623912,Harold Ramírez,656232,Brandon Bielak,642350,Jose Siri,R,Martín Maldonado,455117,0,6,5,True,2023-07-30,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
32,32,32,32,32,1B,2B,Stolen Base 2B,668227,Randy Arozarena,664299,Cristian Javier,664040,Brandon Lowe,R,Martín Maldonado,455117,1,3,4,True,2023-07-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
33,33,33,33,33,1B,2B,Stolen Base 2B,664040,Brandon Lowe,664299,Cristian Javier,670623,Isaac Paredes,R,Martín Maldonado,455117,3,3,6,True,2023-07-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
34,34,34,34,34,1B,2B,Stolen Base 2B,677649,Ezequiel Duran,656232,Brandon Bielak,543543,Brad Miller,R,Martín Maldonado,455117,4,5,3,True,2023-07-24,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
35,35,35,35,35,1B,,Caught Stealing 2B,543760,Marcus Semien,656232,Brandon Bielak,608671,Travis Jankowski,R,Martín Maldonado,455117,4,6,4,True,2023-07-24,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
36,36,36,36,36,1B,,Caught Stealing 2B,680869,Zack Gelof,664299,Cristian Javier,668709,JJ Bleday,R,Martín Maldonado,455117,0,0,4,False,2023-07-22,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
37,37,37,37,37,1B,2B,Stolen Base 2B,607054,Jace Peterson,664208,Phil Maton,691016,Tyler Soderstrom,R,Martín Maldonado,455117,2,1,6,False,2023-07-22,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
38,38,38,38,38,1B,2B,Stolen Base 2B,643393,Tony Kemp,664285,Framber Valdez,680869,Zack Gelof,L,Martín Maldonado,455117,0,3,3,False,2023-07-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
39,39,39,39,39,1B,,Caught Stealing 2B,669911,Michael Toglia,656232,Brandon Bielak,605612,Harold Castro,R,Martín Maldonado,455117,0,1,5,False,2023-07-19,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
40,40,40,40,40,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,650556,Bryan Abreu,687263,Zach Neto,R,Martín Maldonado,455117,5,7,8,False,2023-07-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
41,41,41,41,41,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,656232,Brandon Bielak,664034,Ty France,R,Martín Maldonado,455117,0,0,4,True,2023-07-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
42,42,42,42,42,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,650556,Bryan Abreu,664034,Ty France,R,Martín Maldonado,455117,1,3,8,True,2023-07-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
43,43,43,43,43,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
44,44,44,44,44,2B,3B,Stolen Base 3B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
45,45,45,45,45,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,664285,Framber Valdez,676609,José Caballero,L,Martín Maldonado,455117,2,2,4,True,2023-07-08,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
46,46,46,46,46,1B,2B,Stolen Base 2B,543760,Marcus Semien,664299,Cristian Javier,608369,Corey Seager,R,Martín Maldonado,455117,2,6,3,False,2023-07-03,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
47,47,47,47,47,1B,2B,Stolen Base 2B,543760,Marcus Semien,686613,Hunter Brown,608369,Corey Seager,R,Martín Maldonado,455117,0,0,1,False,2023-07-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
48,48,48,48,48,1B,2B,Stolen Base 2B,608671,Travis Jankowski,686613,Hunter Brown,543760,Marcus Semien,R,Martín Maldonado,455117,3,0,4,False,2023-07-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
49,49,49,49,49,1B,2B,Stolen Base 2B,608671,Travis Jankowski,661527,Seth Martinez,665750,Leody Taveras,R,Martín Maldonado,455117,3,0,6,False,2023-07-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
50,50,50,50,50,1B,2B,Stolen Base 2B,665750,Leody Taveras,606160,Rafael Montero,543760,Marcus Semien,R,Martín Maldonado,455117,4,0,8,False,2023-07-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
51,51,51,51,51,3B,,Caught Stealing Home,657557,Paul DeJong,661527,Seth Martinez,666185,Dylan Carlson,R,Martín Maldonado,455117,7,5,7,False,2023-06-28,Caught,Home,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
52,52,52,52,52,1B,2B,Stolen Base 2B,605141,Mookie Betts,606160,Rafael Montero,518692,Freddie Freeman,R,Martín Maldonado,455117,2,4,8,False,2023-06-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
53,53,53,53,53,1B,2B,Stolen Base 2B,676356,Jonny DeLuca,593576,Héctor Neris,444482,David Peralta,R,Martín Maldonado,455117,4,4,8,False,2023-06-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
54,54,54,54,54,1B,2B,Stolen Base 2B,681546,James Outman,641585,J.P. France,500743,Miguel Rojas,R,Martín Maldonado,455117,2,2,4,False,2023-06-23,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
55,55,55,55,55,1B,2B,Stolen Base 2B,502054,Tommy Pham,664299,Cristian Javier,596129,Daniel Vogelbach,R,Martín Maldonado,455117,2,4,3,True,2023-06-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
56,56,56,56,56,1B,2B,Stolen Base 2B,516782,Starling Marte,661527,Seth Martinez,596019,Francisco Lindor,R,Martín Maldonado,455117,6,4,4,True,2023-06-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
57,57,57,57,57,1B,2B,Stolen Base 2B,502054,Tommy Pham,606160,Rafael Montero,596129,Daniel Vogelbach,R,Martín Maldonado,455117,9,8,6,True,2023-06-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
58,58,58,58,58,1B,2B,Stolen Base 2B,596019,Francisco Lindor,650556,Bryan Abreu,624413,Pete Alonso,R,Martín Maldonado,455117,10,8,8,True,2023-06-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
59,59,59,59,59,1B,2B,Stolen Base 2B,643446,Jeff McNeil,686613,Hunter Brown,683146,Brett Baty,R,Martín Maldonado,455117,0,6,6,True,2023-06-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
60,60,60,60,60,1B,2B,Stolen Base 2B,680574,Matt McLain,641585,J.P. France,663697,Jonathan India,R,Martín Maldonado,455117,0,0,4,True,2023-06-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
61,61,61,61,61,2B,3B,Stolen Base 3B,668715,Spencer Steer,606160,Rafael Montero,686759,TJ Hopkins,R,Martín Maldonado,455117,0,2,9,True,2023-06-16,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
62,62,62,62,62,1B,,Caught Stealing 2B,572816,Corey Dickerson,664299,Cristian Javier,660688,Keibert Ruiz,R,Martín Maldonado,455117,0,0,2,True,2023-06-15,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
63,63,63,63,63,1B,2B,Stolen Base 2B,600869,Jeimer Candelario,593576,Héctor Neris,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,8,True,2023-06-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
