,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Arm_Strength_x,Exchange_x,Current_Year_y.1,Arm_Strength_y,Exchange_y,Current_Year,Arm_Strength,Exchange
64,64,64,64,64,1B,,Caught Stealing 2B,600869,Jeimer Candelario,686613,Hunter Brown,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,4,True,2023-06-13,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
65,65,65,65,65,1B,2B,Stolen Base 2B,680757,Steven Kwan,641585,J.P. France,642708,Amed Rosario,R,Martín Maldonado,455117,1,5,7,False,2023-06-10,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
66,66,66,66,66,2B,,Caught Stealing 3B,593160,Whit Merrifield,606160,Rafael Montero,662139,Daulton Varsho,R,Martín Maldonado,455117,5,1,8,False,2023-06-06,Caught,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
67,67,67,67,67,2B,3B,Stolen Base 3B,657656,Ramón Laureano,664285,Framber Valdez,649557,Aledmys Díaz,L,Martín Maldonado,455117,1,2,2,False,2023-05-27,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
68,68,68,68,68,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,686613,Hunter Brown,676116,Ryan Noda,R,Martín Maldonado,455117,0,0,1,False,2023-05-26,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
69,69,69,69,69,2B,3B,Stolen Base 3B,665923,Esteury Ruiz,664285,Framber Valdez,667670,Brent Rooker,L,Martín Maldonado,455117,1,0,6,True,2023-05-21,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
70,70,70,70,70,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,686613,Hunter Brown,676116,Ryan Noda,R,Martín Maldonado,455117,2,2,6,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
71,71,71,71,71,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,593576,Héctor Neris,676116,Ryan Noda,R,Martín Maldonado,455117,2,2,8,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
72,72,72,72,72,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,656232,Brandon Bielak,667670,Brent Rooker,R,Martín Maldonado,455117,1,0,3,True,2023-05-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
73,73,73,73,73,1B,,Caught Stealing 2B,672478,Jordan Diaz,606160,Rafael Montero,676116,Ryan Noda,R,Martín Maldonado,455117,4,1,7,True,2023-05-19,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
74,74,74,74,74,1B,2B,Stolen Base 2B,676116,Ryan Noda,606160,Rafael Montero,667670,Brent Rooker,R,Martín Maldonado,455117,4,1,7,True,2023-05-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
75,75,75,75,75,1B,2B,Stolen Base 2B,621020,Dansby Swanson,664285,Framber Valdez,664023,Ian Happ,L,Martín Maldonado,455117,4,4,4,True,2023-05-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
76,76,76,76,76,2B,3B,Stolen Base 3B,596103,Austin Slater,664285,Framber Valdez,642731,Thairo Estrada,L,Martín Maldonado,455117,0,1,6,True,2023-05-03,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
77,77,77,77,77,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,664299,Cristian Javier,664761,Alec Bohm,R,Martín Maldonado,455117,0,0,2,True,2023-04-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
78,78,78,78,78,1B,2B,Stolen Base 2B,677551,Wander Franco,664353,José Urquidy,668227,Randy Arozarena,R,Martín Maldonado,455117,1,2,1,False,2023-04-24,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
79,79,79,79,79,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,664285,Framber Valdez,621566,Matt Olson,L,Martín Maldonado,455117,0,0,1,False,2023-04-22,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
80,80,80,80,80,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,664285,Framber Valdez,669221,Sean Murphy,L,Martín Maldonado,455117,0,0,1,False,2023-04-22,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
81,81,81,81,81,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,664285,Framber Valdez,621566,Matt Olson,L,Martín Maldonado,455117,3,4,7,False,2023-04-22,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
82,82,82,82,82,1B,,Caught Stealing 2B,593160,Whit Merrifield,677651,Luis Garcia,595281,Kevin Kiermaier,R,Martín Maldonado,455117,2,0,5,True,2023-04-19,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
83,83,83,83,83,1B,,Caught Stealing 2B,666182,Bo Bichette,664353,José Urquidy,662139,Daulton Varsho,R,Martín Maldonado,455117,0,0,1,True,2023-04-18,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
84,84,84,84,84,1B,2B,Stolen Base 2B,693049,Oscar Colás,661527,Seth Martinez,462101,Elvis Andrus,R,Martín Maldonado,455117,1,3,8,True,2023-04-02,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
85,85,85,85,85,1B,2B,Stolen Base 2B,666971,Lourdes Gurriel Jr.,434378,Justin Verlander,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,4,False,2023-09-30,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
86,86,86,86,86,1B,,Caught Stealing 2B,664983,Jake McCarthy,650556,Bryan Abreu,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,9,False,2023-09-30,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
87,87,87,87,87,1B,2B,Stolen Base 2B,607054,Jace Peterson,664353,José Urquidy,672695,Geraldo Perdomo,R,Martín Maldonado,455117,0,0,2,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
88,88,88,88,88,2B,3B,Stolen Base 3B,682998,Corbin Carroll,664353,José Urquidy,572233,Christian Walker,R,Martín Maldonado,455117,0,0,3,False,2023-09-29,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
89,89,89,89,89,2B,3B,Stolen Base 3B,682998,Corbin Carroll,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
90,90,90,90,90,1B,2B,Stolen Base 2B,606466,Ketel Marte,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
91,91,91,91,91,2B,3B,Stolen Base 3B,677594,Julio Rodríguez,664285,Framber Valdez,606192,Teoscar Hernández,L,Martín Maldonado,455117,1,0,1,False,2023-09-27,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
92,92,92,92,92,1B,2B,Stolen Base 2B,664059,Sam Haggerty,664285,Framber Valdez,676609,José Caballero,L,Martín Maldonado,455117,1,0,2,False,2023-09-27,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
93,93,93,93,93,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,686681,Michael Massey,R,Martín Maldonado,455117,0,0,1,False,2023-09-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
94,94,94,94,94,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,521692,Salvador Perez,R,Martín Maldonado,455117,1,0,3,False,2023-09-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
95,95,95,95,95,1B,2B,Stolen Base 2B,667670,Brent Rooker,664285,Framber Valdez,672478,Jordan Diaz,L,Martín Maldonado,455117,0,1,4,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
96,96,96,96,96,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,664299,Cristian Javier,676946,Matthew Batten,R,Martín Maldonado,455117,0,0,2,True,2023-09-09,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
97,97,97,97,97,1B,2B,Stolen Base 2B,676946,Matthew Batten,664299,Cristian Javier,663757,Trent Grisham,R,Martín Maldonado,455117,1,4,4,True,2023-09-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
98,98,98,98,98,1B,2B,Stolen Base 2B,663757,Trent Grisham,686613,Hunter Brown,673490,Ha-Seong Kim,R,Martín Maldonado,455117,1,4,2,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
99,99,99,99,99,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,686613,Hunter Brown,665487,Fernando Tatis Jr.,R,Martín Maldonado,455117,1,5,5,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
100,100,100,100,100,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,664353,José Urquidy,665742,Juan Soto,R,Martín Maldonado,455117,2,6,7,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
101,101,101,101,101,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
102,102,102,102,102,1B,2B,Stolen Base 2B,665742,Juan Soto,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
103,103,103,103,103,1B,2B,Stolen Base 2B,608671,Travis Jankowski,434378,Justin Verlander,665750,Leody Taveras,R,Martín Maldonado,455117,1,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
104,104,104,104,104,1B,2B,Stolen Base 2B,543760,Marcus Semien,434378,Justin Verlander,663993,Nathaniel Lowe,R,Martín Maldonado,455117,2,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
105,105,105,105,105,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,669270,Joel Kuhnel,669224,Austin Wells,R,Martín Maldonado,455117,2,6,9,True,2023-09-01,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
106,106,106,106,106,1B,2B,Stolen Base 2B,668670,Jake Rogers,664285,Framber Valdez,682985,Riley Greene,L,Martín Maldonado,455117,0,0,2,False,2023-08-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
107,107,107,107,107,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,664285,Framber Valdez,553993,Eugenio Suárez,L,Martín Maldonado,455117,0,1,1,True,2023-08-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
108,108,108,108,108,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,687799,Cade Marlowe,L,Martín Maldonado,455117,2,6,5,True,2023-08-19,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
109,109,109,109,109,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,641585,J.P. France,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,0,1,True,2023-08-18,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
110,110,110,110,110,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,664353,José Urquidy,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,2,9,True,2023-08-18,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
111,111,111,111,111,2B,3B,Stolen Base 3B,542932,Jon Berti,664285,Framber Valdez,650559,Bryan De La Cruz,L,Martín Maldonado,455117,1,0,3,False,2023-08-14,Stolen,3B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
112,112,112,112,112,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,606160,Rafael Montero,592273,Brandon Drury,R,Martín Maldonado,455117,1,2,9,True,2023-08-13,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
113,113,113,113,113,1B,2B,Stolen Base 2B,624428,Adam Frazier,606160,Rafael Montero,676059,Jordan Westburg,R,Martín Maldonado,455117,2,3,6,False,2023-08-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
114,114,114,114,114,1B,2B,Stolen Base 2B,656185,Greg Allen,608665,Kendall Graveman,518934,DJ LeMahieu,R,Martín Maldonado,455117,3,1,8,False,2023-08-05,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
115,115,115,115,115,1B,2B,Stolen Base 2B,664056,Harrison Bader,608665,Kendall Graveman,683011,Anthony Volpe,R,Martín Maldonado,455117,4,3,6,False,2023-08-03,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
116,116,116,116,116,1B,,Caught Stealing 2B,623912,Harold Ramírez,656232,Brandon Bielak,642350,Jose Siri,R,Martín Maldonado,455117,0,6,5,True,2023-07-30,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
117,117,117,117,117,1B,2B,Stolen Base 2B,668227,Randy Arozarena,664299,Cristian Javier,664040,Brandon Lowe,R,Martín Maldonado,455117,1,3,4,True,2023-07-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
118,118,118,118,118,1B,2B,Stolen Base 2B,664040,Brandon Lowe,664299,Cristian Javier,670623,Isaac Paredes,R,Martín Maldonado,455117,3,3,6,True,2023-07-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
119,119,119,119,119,1B,2B,Stolen Base 2B,677649,Ezequiel Duran,656232,Brandon Bielak,543543,Brad Miller,R,Martín Maldonado,455117,4,5,3,True,2023-07-24,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
120,120,120,120,120,1B,,Caught Stealing 2B,543760,Marcus Semien,656232,Brandon Bielak,608671,Travis Jankowski,R,Martín Maldonado,455117,4,6,4,True,2023-07-24,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
121,121,121,121,121,1B,,Caught Stealing 2B,680869,Zack Gelof,664299,Cristian Javier,668709,JJ Bleday,R,Martín Maldonado,455117,0,0,4,False,2023-07-22,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
122,122,122,122,122,1B,2B,Stolen Base 2B,607054,Jace Peterson,664208,Phil Maton,691016,Tyler Soderstrom,R,Martín Maldonado,455117,2,1,6,False,2023-07-22,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
123,123,123,123,123,1B,2B,Stolen Base 2B,643393,Tony Kemp,664285,Framber Valdez,680869,Zack Gelof,L,Martín Maldonado,455117,0,3,3,False,2023-07-21,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
124,124,124,124,124,1B,,Caught Stealing 2B,669911,Michael Toglia,656232,Brandon Bielak,605612,Harold Castro,R,Martín Maldonado,455117,0,1,5,False,2023-07-19,Caught,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
125,125,125,125,125,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,650556,Bryan Abreu,687263,Zach Neto,R,Martín Maldonado,455117,5,7,8,False,2023-07-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
126,126,126,126,126,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,656232,Brandon Bielak,664034,Ty France,R,Martín Maldonado,455117,0,0,4,True,2023-07-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
127,127,127,127,127,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,650556,Bryan Abreu,664034,Ty France,R,Martín Maldonado,455117,1,3,8,True,2023-07-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
128,128,128,128,128,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,85.4,0.69,2024,85.4,0.69,2024, 85.4, 0.69
